,S/L,S/M,S/H,B/L,B/M,B/H,high_ret,low_ret,SMB,HML,MOM
1321,0.08011673920527398,0.176096573635548,0.15787313808670708,0.0322998179207386,0.10817316888276475,0.04900636622541455,0.20970688908186902,0.030751423700422876,0.07486903263287038,-0.04723147359305452,0.17895546538144613
1322,0.05985917571402445,0.12444404301112312,0.10339413829425761,-0.026446309209439165,0.05379127455893015,-0.011665428595163313,0.15066076366549222,-0.023018216563915707,0.09067260675502584,-0.029157921597254506,0.17367898022940792
1323,0.06895820752287331,0.22467214042247885,0.1242962773090856,-0.0027660875475120287,0.06308655067906609,0.011619853900969075,0.179240119177127,-0.0055341106605939685,0.11532876940730487,-0.03486200561734669,0.184774229837721
1324,0.04041859321896975,0.20368134154735912,0.15370428781973705,-0.012288401548077895,0.06875678007916915,0.022402987246018913,0.17988365337934692,-0.00403280926842884,0.1063109522696519,-0.07398854169743205,0.18391646264777575
1325,0.030621584114305773,0.16378611015151173,0.11070840278415185,-0.02911044919384919,0.027932564395046423,-0.00031587070216865904,0.12727195384696732,-0.023980817987955125,0.10220328418364692,-0.05444069858076331,0.15125277183492244
1326,0.011695622469465122,0.14789065591026507,0.09919172845967032,-0.018553282718804368,0.0057885004746997,0.0075686696381286655,0.11664864121442167,-0.014973671917990922,0.08799137314845883,-0.056809029173569114,0.1316223131324126
1327,-0.0017458797611757627,0.09386086508194502,0.06956827348964886,-0.021886926213325365,-0.026921794437717802,-0.007934917361743992,0.10762660722103311,-0.033247921242396575,0.07280896560773509,-0.042633081051202996,0.14087452846342968
1328,0.01722133394737543,0.10046053988492742,0.08061197788990479,-0.007010506118369834,-0.010362033358968016,-0.003070260235110205,0.09689197494623324,-0.025215262918596222,0.07291221714488523,-0.0336654449128945,0.12210723786482947
1329,-0.004894978104871655,0.09224216771378611,0.076862111296021,-0.04532566447796308,-0.03824474737506289,-0.06427233680703816,0.0723811702045853,-0.07073091439103675,0.10401734985499986,-0.031405208535908787,0.14311208459562205
1330,0.004532638059830454,0.06187415370571818,0.046956701941047466,-0.06339877920944549,-0.05268595345453993,-0.09417183730063423,0.07685278940466628,-0.08685735919394617,0.10787335455707192,-0.0058255028950141355,0.16371014859861244
1331,-0.01689865923423982,0.03668173398317763,0.04428991717054813,-0.09358563154731553,-0.06316007081231548,-0.093398745674481,0.03493258728451799,-0.09788300031602631,0.10473914665119932,-0.030687731138811236,0.1328155876005443
1332,-0.05493520118038875,0.14349492983742188,0.017813310563617735,-0.08404611411977447,-0.05072329165282919,-0.07663814186132634,0.042752523496747824,-0.08734673101552895,0.10592686228486028,-0.04007824200122731,0.13009925451227677
1333,-0.021592853319528732,0.06121690650303694,0.005270361407963712,-0.09469708319510994,-0.07147186984864327,-0.09553501958669873,0.02472963406688676,-0.11018317693600806,0.10219946240730796,-0.013012639167951826,0.13491281100289482
1334,-0.03750561515510839,0.0286448984057546,-0.006525336404670474,-0.13631409671138597,-0.11929905424642048,-0.14878521479810575,-0.00980118445684406,-0.15302373806413339,0.12967077086729598,-0.009254580331859066,0.14322255360728933
1335,-0.08191748067597264,-0.007761448905844655,0.0035691693784316563,-0.14845224674476587,-0.18294169052542444,-0.16001844552768313,-0.01659817228842014,-0.18469257177089113,0.13510087419816258,-0.03696022563574353,0.16809439948247099
1336,-0.03812252375439358,0.04121259664234741,0.007052878226109927,-0.10213868648994953,-0.11428626460754526,-0.11562063042765713,0.007142696495643986,-0.1317406231522167,0.1140628442130719,-0.015846729021397957,0.1388833196478607
1337,-0.06371574083307699,-0.0011809504479850022,0.09102579787888584,-0.07920422379151362,-0.09560419369264511,-0.10799547380709566,0.010486331467257623,-0.1186021121635212,0.10297766596302609,-0.0629751443481904,0.12908844363077882
1338,-0.06278025468031885,-0.020182331149883312,0.06880463519934754,-0.058032525940293164,-0.09815888175879123,-0.08763049945314118,0.006912305686564316,-0.11187143958225727,0.07655465217379032,-0.05099345818340919,0.11878374526882159
1339,-0.06234715293241078,0.033720927447533904,0.12364825936951541,-0.06484157481932097,-0.06706063275483513,-0.07524376578298285,0.042842916168230674,-0.0928666196355469,0.1007226690805925,-0.08779661066913216,0.1357095358037776
1340,-0.028508307103797408,0.018702732540799096,0.0930574218129092,-0.05755129940805741,-0.07602118185387177,-0.05360250665437565,0.0377006775818335,-0.08215922507153668,0.09014227838873858,-0.06275726083519419,0.11985990265337018
1341,-0.02980738913601634,0.01859047532205836,0.13270760988606167,-0.052627646551504446,-0.05598699097852323,-0.04429406918165204,0.052780768774472686,-0.07165735186590981,0.09146646759459447,-0.0854242881959652,0.1244381206403825
1342,-0.03605015988953874,0.022665131452560317,0.14799535653120688,-0.04758683957762408,-0.0432247696697408,-0.03650595076475402,0.038050728665586585,-0.07388619084591976,0.08730929603544912,-0.09756320261680784,0.11193691951150633
1343,-0.007159260098777276,-0.02076838913284386,0.15696736551178553,-0.04330249219814053,-0.038331038592464214,-0.01687299611836314,0.02281094106954934,-0.0767656498609523,0.07584874772971076,-0.0952780608451701,0.09957659093050164
1344,-0.029745609293698284,-0.053545847762243234,0.09175564140865186,-0.057360555830212746,-0.060437246283803404,-0.030793883381691048,-0.005483018774143503,-0.10436567746573082,0.052351956616139186,-0.07403396157543593,0.09888265869158731
1345,-0.027937290132352268,-0.05110334468881737,0.08791288073956394,-0.05439781661747032,-0.06109015512454661,-0.05010207726141496,-0.0050850214346366525,-0.10493691708988699,0.058154098307275394,-0.060072955113985776,0.09985189565525034
1346,-0.01850143522033564,-0.0577592793801367,0.08941017739194232,-0.05104644302786927,-0.06004812640440291,-0.06727126386357206,-0.010525828259339549,-0.11815481656320356,0.06383843202910475,-0.045843395888287584,0.10762898830386401
1347,-0.02270816291652397,-0.08750051739250714,0.07453751887736242,-0.09623149972116123,-0.09191735484929547,-0.09820855300730418,-0.0021049233468205344,-0.13329840029103346,0.0835620820486974,-0.04763431425387172,0.13119347694421293
1348,0.007943665310584653,-0.0752778149845365,0.10324540957920722,-0.05788179370498342,-0.03597051103951234,-0.04757545020977537,0.014274003011363532,-0.12235690476022797,0.0591130049531755,-0.052804043881915314,0.1366309077715915
1349,-0.003343057258887991,-0.10853390120957926,0.09519708033487302,-0.06809638544795414,-0.026218059139455265,-0.029419331353928546,0.023201161842935004,-0.1144835981515714,0.03568463260258124,-0.06860859584389331,0.1376847599945064
1350,-0.021001374763446053,-0.09273910067785177,0.10128095270538248,-0.053134604639685744,-0.037204351342062576,-0.02453012835284282,0.018884662623678296,-0.0952647740895058,0.034136520532891935,-0.07544340187783573,0.1141494367131841
1351,-7.650912718364095e-05,-0.05648529170351115,0.10060000562553144,-0.04183587876099942,-0.026568422755042464,-6.159950732779409e-05,0.023643195784961695,-0.10645223199602212,0.03750136860606878,-0.07122539700319336,0.13009542778098382
1352,0.02029073218686634,0.011902183823205398,0.1446822543028172,0.01426656963203083,0.02658662879522056,0.04389126403785198,0.08173424137416907,-0.031013337190655802,0.03071023594926186,-0.077008108260886,0.11274757856482487
1353,0.013610269398668266,-0.007249896823874782,0.1404501461363008,-0.002306600410284675,0.000386118041357584,0.017720130911328454,0.06486222409648737,-0.059154652091535975,0.04367029005623098,-0.07343330402962284,0.12401687618802335
1354,0.016662956839349086,-0.041500087262887904,0.12027436400908598,-0.007118336125174703,0.005621823797646182,0.007294040638807394,0.054429436050293864,-0.0936905639479736,0.029879901758089432,-0.05901189196685949,0.14811999999826747
1355,0.0237525724918885,-0.005412349260569129,0.13330851724720705,0.01292894565507688,0.04901113626410428,0.05365903244641146,0.0910929509587151,-0.061611533905881366,0.0120165420376446,-0.07514301577332656,0.15270448486459648
1356,0.0470413486086666,0.007532793204694,0.16975561612917206,0.012231877503974028,0.07011877661165436,0.058539842270770207,0.10237308312805019,-0.049835398357051,0.027813087185378012,-0.08451111614365081,0.1522084814851012
1357,0.07658576875627332,-0.007540606416128065,0.1706082058647948,0.0036399272260272844,0.07871563236779164,0.056048084591539725,0.10842796352540005,-0.05860692785250666,0.033749908006527135,-0.07321529723701697,0.1670348913779067
1358,0.050403654081650595,-0.03387515858881093,0.17740687860365767,-0.007882492648713752,0.05408557156318867,0.04112588622542374,0.09068504821354181,-0.07233216365038071,0.03553546965219956,-0.08800580169807229,0.16301721186392254
1359,0.05525870855518936,-0.02077906857626675,0.18008763334406666,0.01696531346300306,0.07833426438965325,0.07345320772836311,0.11634900453246788,-0.04790800101574163,0.01527149591398995,-0.09065840952711869,0.16425700554820952
1360,0.043726641234640436,-0.017536132819313516,0.21799194260094745,-0.003952362799779927,0.06556450142932412,0.06999364779555554,0.11298064674966886,-0.03918339487451131,0.03752555486372487,-0.12410565598082125,0.15216404162418018
1361,0.027679848493766198,-0.002712769759502768,0.20652694868504012,0.021848728203795045,0.07966812484241859,0.08311742007549104,0.12060434346063381,-0.03708701056469689,0.015619918099199631,-0.12005789603148496,0.1576913540253307
1362,0.04239427919020207,-0.0034544959056510573,0.219242680364161,0.041133213846746446,0.09466205641657958,0.07623059355141353,0.15104309960586915,0.006947601794130854,0.015385533277990818,-0.10597289043931302,0.1440954978117383
1363,0.040058189347024216,-0.009515039346723033,0.22168964142757683,0.031144067173607938,0.09739535099386659,0.07543492259840882,0.15663064350883388,0.005721968140158173,0.016086150220664897,-0.11296115375267674,0.1509086753686757
1364,0.05529038273806774,0.005332163270524402,0.21132841371786484,0.03776175570810699,0.1025628873169976,0.08605441627541466,0.1601740231609376,0.01838897683411517,0.01519063347531259,-0.10216534577355238,0.14178504632682243
1365,0.08561292650461598,0.020181213554366157,0.19817105582980346,0.0701191982443225,0.1140792300661841,0.09573321161614631,0.15231222936253294,0.024784696037563468,0.008011185320710879,-0.06908607134850564,0.12752753332496947
1366,0.05095586931063003,-0.007814340147977024,0.14869183575946926,0.0402772297985551,0.08145838018518492,0.0747373661234605,0.14505249316382507,0.0063707022325455425,-0.0015465370616927487,-0.0660980513868723,0.13868179093127952
1367,0.06103866308638518,-0.02032148850735791,0.1438470049571705,0.04551503243928644,0.07076801321554019,0.057469767044462716,0.13367759777184104,0.0009007726507097345,0.0036037889456361494,-0.0473815382379808,0.13277682512113131
1368,0.054615051123104844,-0.020501008313850554,0.11216630114184266,0.015279807189849216,0.030490767282629665,0.013786520493457948,0.10610200725988166,-0.03658235000030968,0.02890774966172004,-0.028028981661173277,0.14268435726019135
1369,0.09044394930236987,-0.029046720014459158,0.104995936286818,0.011038521469731007,0.019466167013068494,0.0018796729234537674,0.08969119310953291,-0.037349929400658184,0.04466960138949182,-0.002696569219085447,0.1270411225101911
1370,0.06096683997903797,-0.014424752614278578,0.09135315340393815,0.011027288918148252,0.03158556021994102,0.00406179933402189,0.09289041012665929,-0.03558404206609424,0.030406864098862132,-0.01171041192038691,0.12847445219275352
1371,0.06742034361108888,-0.010799374426098829,0.04799116193692302,-0.006990879375672751,0.012818334785265907,-0.016816556159932054,0.07516947143225586,-0.05554775820707977,0.03853374395741733,0.014627429229212582,0.13071722963933563
1372,0.08592131102984264,0.00269724250622632,0.02359716805491109,-0.01464005223225916,-0.003984248100132019,-0.01489856493757555,0.06308279463226849,-0.060055369881199666,0.04857952895364893,0.03129132784012397,0.12313816451346815
1373,0.0785569492409168,0.011951573734529819,0.013011055358425356,-0.008526374550033512,-0.010514232716062829,-0.03481047094554626,0.07080858564264264,-0.05448611815534321,0.052456885515171525,0.0459149951390021,0.12529470379798585
1374,0.11427879111324821,0.01985234859189371,0.039860370454273854,0.021510021487864222,0.022688126034759573,-0.03124603857742993,0.10758088973811437,-0.027562759612526872,0.05367980040474064,0.06358724036213424,0.13514364935064124
1375,0.0875503608485701,0.0237145410549221,0.06350099156689397,0.012596206863942354,0.04492948195484431,-0.013480860996964592,0.11040193630363412,-0.019546909765344893,0.04357368854952137,0.02506321857129154,0.12994884606897902
1376,0.06999756752891265,0.015064592222618354,0.07970452435707044,-0.0027582502061999853,0.02570043286128579,-0.035388271324617644,0.11581305222125649,-0.03475318606399516,0.059070924259377766,0.011461532145129929,0.15056623828525165
1377,0.09116132919216896,0.012732657377853505,0.07876884221102837,0.013702254516676147,0.04733249606318388,-0.020230052573566117,0.13602804011001843,-0.022075986843521023,0.04728604359158564,0.023162397035691427,0.15810402695353945
1378,0.03208940958875347,0.015384441353489415,0.04518073388872854,0.005050495438348113,0.03800855014196534,-0.03540112948372416,0.1331875638145426,-0.037147434322821485,0.02833222291146071,0.013680150311048602,0.17033499813736408
1379,0.015987793159372453,0.009129086443001934,0.04786629162793177,0.009123361114186677,0.020971018577319245,-0.05383007627145382,0.13140725602455292,-0.048875461365934854,0.03223962260341801,0.015537469458540593,0.18028271739048776
1380,-0.013135826483712297,0.021533380507000613,0.04140305458360888,-0.02221658373553231,0.01996484052097271,-0.07969229421946286,0.09502540012854321,-0.07102871813759228,0.04391488201363988,0.001468414708304687,0.16605411826613548
1381,-0.03345652198819407,0.024713954118970254,0.03789010280476085,-0.020980391040047064,0.011366055070914639,-0.10221525145358398,0.1069530800400126,-0.07795548448214708,0.04699237411941781,0.004944117810290999,0.18490856452215967
1382,-0.01304028266368673,0.016429255311124664,0.03158753364665953,-0.024122214564544397,0.008183512579209422,-0.09981438214851863,0.07696185258714622,-0.07987201763925801,0.05024319680931703,0.015532175636813986,0.15683387022640422
1383,-0.04156162037468336,-0.014063350709069403,0.016207303962357932,-0.012022351759822773,0.030486080950422604,-0.06962236736126624,0.08437346990291851,-0.07474447606687688,0.00391365701642386,-8.445436779891402e-05,0.1591179459697954
1384,-0.026489225811214063,0.006805177078769636,0.016270714926008508,0.004789538138380201,0.05074341569040802,-0.05955421939490791,0.1049976077705033,-0.06038515332103739,0.00020264391989458994,0.010791908398032773,0.1653827610915407
1385,-0.032861569752922204,0.02749280672223199,-0.000954510081115088,0.011681035450410486,0.030933886390740673,-0.07031446120445338,0.09537542960602192,-0.07187385855233089,0.007125422083832306,0.025044218491528377,0.16724928815835283
1386,-0.028642006821535976,0.005109329680828298,-0.0065838176859705335,0.014415719380684509,0.03609354143524425,-0.07047740116364506,0.09264327543585311,-0.06772799214826625,-0.0033827848263206332,0.031417465704382065,0.16037126758411935
1387,-0.03346212137942013,0.013563723717542232,-0.030205228562345213,0.015734748843446496,0.0416091111419259,-0.054088697006946254,0.08723388978289344,-0.05198742558749514,-0.01778626306754975,0.03328327651665892,0.13922131537038857
1388,-0.04386796108423041,0.00650375006917458,-0.013028863499324922,0.004404320590250777,0.023299014389999546,-0.0536308754736242,0.07572515414073057,-0.05056505242872553,-0.008155178007002294,0.013598049239484742,0.1262902065694561
1389,-0.0606382555861546,-0.006629057554469646,-0.03553845382601893,0.0033414936125850023,0.011752228756605877,-0.07580655817612562,0.05846602743032289,-0.06963616883834554,-0.014030977053236141,0.02702412501428748,0.12810219626866842
1390,-0.0606382555861546,-0.006629057554469646,-0.03553845382601893,0.0033414936125850023,0.011752228756605877,-0.07580655817612562,0.05846602743032289,-0.06963616883834554,-0.014030977053236141,0.02702412501428748,0.12810219626866842
1391,-0.04273605002733054,-0.004713954050602367,-0.025367681051480406,0.013558002472104657,0.006429740101430154,-0.0765352364886786,0.06704626395842794,-0.07172868872924013,-0.005423397071423173,0.036362434992466566,0.13877495268766807
1392,-0.03698192046786798,-0.019676815589606454,-0.04207538944178011,-0.00507545569821251,-0.01456766336473657,-0.07757120758849635,0.06582981665750971,-0.07715813549801329,-0.0005065996159363748,0.03879461043209799,0.142987952155523
