,Date,return_IMOEX_Index,return_SBER_RM_Equity,return_GAZP_RM_Equity,return_LKOH_RM_Equity,return_GMKN_RM_Equity,return_NVTK_RM_Equity,return_SNGS_RM_Equity,return_PLZL_RM_Equity,return_TATN_RM_Equity,return_ROSN_RM_Equity,return_MGNT_RM_Equity,return_MTSS_RM_Equity,return_MOEX_RM_Equity,return_IRAO_RM_Equity,return_NLMK_RM_Equity,return_ALRS_RM_Equity,return_CHMF_RM_Equity,return_VTBR_RM_Equity,return_RTKM_RM_Equity,return_PHOR_RM_Equity,return_AFKS_RM_Equity,return_MAGN_RM_Equity,return_PIKK_RM_Equity,return_HYDR_RM_Equity,return_FEES_RM_Equity,return_AFLT_RM_Equity,return_LSRG_RM_Equity,return_RSTI_RM_Equity,return_UPRO_RM_Equity,return_LNTA_RM_Equity,return_MVID_RM_Equity,return_TRMK_RM_Equity,return_MTLR_RM_Equity,return_NMTP_RM_Equity,return_AKRN_RM_Equity,return_MSNG_RM_Equity,return_URKA_RM_Equity,return_BANE_RM_Equity,return_VSMO_RM_Equity,return_NKNC_RM_Equity,return_GCHE_RM_Equity,return_SVAV_RM_Equity,return_MSTT_RM_Equity,return_BSPB_RM_Equity,return_MSRS_RM_Equity,return_KMAZ_RM_Equity,return_RASP_RM_Equity,return_OGKB_RM_Equity,return_VZRZ_RM_Equity
30,2010-02-12,-0.04872228375717479,-0.038874369480692825,-0.11811058233471315,-0.11042139252272212,0.03838550619771501,-0.00011758480817820966,-0.11377011267550925,-0.09622047545097072,0.0005009840863415915,-0.12361395596717666,-0.057878111986535086,0.02653171429063128,,-0.1694181519580468,-0.043369037855324304,,0.2240828928181041,0.016086137751624225,-0.022529453838867997,,0.05807820894186126,0.1362142444379228,0.12747680170756884,0.03800111817861363,-0.09876441467241248,-0.051074103202143874,0.3374504685698186,0.16866334207011602,0.08236812456748724,,0.2772997438677008,0.01458302916228366,0.26130744526768074,-0.07600773246135753,0.1094486594268775,-0.050908728301539315,0.060521499555528525,,0.2771919617829036,0.1412810069236872,0.4302247931442856,0.08462617941438935,,0.11368901717914492,0.2916498685314058,0.15748601745329927,0.056086981095229714,0.008686265255960453,0.0857499885532911
31,2010-02-15,-0.03777738623168048,-0.03550379017081138,-0.10784405363635287,-0.09164241694048234,0.05580339031045798,0.02937043156173985,-0.09469906494788476,-0.109051746530567,0.00028630735289690096,-0.1085050334547553,-0.057927406580899884,0.03117758519962629,,-0.18492233849401196,-0.03319255925920999,,0.2742457119383471,0.024912320379896158,-0.017174504889910173,,0.060528415668787715,0.13645823614341526,0.16334503446008042,0.04559929740968514,-0.11974420514160712,-0.037616548034312594,0.3892331372807853,0.1704483737821388,0.0886057404821502,,0.27415735175650563,0.010591927080374307,0.2883725272003237,-0.07847161544149545,0.12431462985378758,-0.034384678989123216,0.08218567497151481,,0.3590232630824339,0.12660184426063814,0.4714458034309574,0.11497710202314075,,0.12867370220549712,0.3178582651488321,0.1189257148437211,0.058668627036646735,0.029018693889035687,0.1249138596422327
32,2010-02-16,-0.006238350819012945,0.0,-0.06366195184975093,-0.07015546674267355,0.08678983938605729,0.0567370042677152,-0.07145068079659732,-0.08913531196589483,0.008127807470499621,-0.07616764217353164,-0.06247788837901819,0.051006791491798924,,-0.16480113449779804,0.00391007340784304,,0.316416298440422,0.0687593307049123,0.003694875051030739,,0.1100419547423506,0.15790437598207982,0.17911597065307566,0.06723075649355216,-0.054764085409975,0.025237342800821263,0.4076771160608789,0.18283000279762385,0.09424273398819996,,0.3342148297057514,0.04200891615188778,0.35258842313188604,-0.05782944426280514,0.15191229611590734,0.0172079717844379,0.11822561145471185,,0.4624974630443777,0.11232918497391953,0.4930684950012709,0.1970410364876725,,0.14395068468931235,0.3360712475093773,0.13676128160811707,0.11048067301665344,0.0426959191964893,0.14866106314502933
33,2010-02-17,-0.011688397083047627,-0.006637326001865674,-0.06575826659869434,-0.07791674902569551,0.0815144871440459,0.045509404128969484,-0.08102475127314895,-0.08827588423593104,0.008340807577804846,-0.08235376036308421,-0.0758432924369345,0.04898992638861691,,-0.14358847500103486,-0.0138069254461033,,0.3156678385056603,0.06453852113757096,0.0031582864004201607,,0.11778769497840545,0.1657534164653177,0.1795900166444132,0.07868751028493809,-0.05145829727547547,0.06699668631600036,0.4005396732460253,0.18207479180613603,0.07723552134096702,,0.3656393013367235,0.05584919924640113,0.3533851378125744,-0.05826890812397587,0.16633199933535364,0.01690861539842724,0.1165250512773001,,0.4693599565672125,0.11232918497391953,0.4895643545874637,0.278049449785346,,0.16738444368266864,0.3513285915707277,0.14326713269300095,0.13101627063276067,0.04894593954166072,0.14197026127038728
34,2010-02-18,-0.02306675710617893,-0.040250832189416184,-0.08547928836430553,-0.08087320573242755,0.08554127415403348,0.033415444910793284,-0.0910587557966266,-0.09074435654077803,0.0017166158281625517,-0.09309816664513287,-0.07838095036085166,0.03719382097621167,,-0.1694181519580468,-0.03488146356203018,,0.30742662942478305,0.05093286908179246,-0.014371180090736532,,0.10246287583509404,0.14336978575450174,0.16602517213284246,0.10834900342302477,-0.054764085409975,0.050213575009667256,0.4157005415319671,0.2086396498485038,0.05993405170521395,,0.3350789206124974,0.04305174678643114,0.3400327536728632,-0.06843025024944578,0.1754862336039474,0.0021292783710211496,0.08978971833767482,,0.4329046924087789,0.1339683600774008,0.4980393930044051,0.217518521710907,,0.15675562344002403,0.3313811216589637,0.14610018686444687,0.11103135066999778,0.03535451233812165,0.1420879014093384
35,2010-02-19,-0.011939519750403688,-0.04716170972926312,-0.06739177725887552,-0.06615235488521383,0.10516166481688492,0.050496386699915415,-0.07169092103799297,-0.08919822593106819,0.01393354453706613,-0.06335922894631223,-0.08439142998907098,0.03680255915185288,,-0.16786858392818438,-0.0076469675672194174,,0.3149188179590032,0.0662262852512907,-0.018133540447729288,,0.09631228125283317,0.14530616256978274,0.16753388178673365,0.1209080381995186,-0.03509131981127017,0.04189676699146782,0.3832132016395456,0.2110889505733073,0.04823116799429675,,0.3620426064151879,0.0447626111900606,0.3461625814381974,-0.08026735105311772,0.16214851206449815,0.0027368118040455107,0.0514805278542869,,0.4712494933045448,0.11232918497391953,0.5125060674351248,0.20344575001074894,,0.15879134747068896,0.3253184557331155,0.16041194054083907,0.10809089278068372,0.03640659028892542,0.1942975796943016
36,2010-02-22,-0.06507854150530805,-0.08932031359610777,-0.12713948921073653,-0.09540526967291467,0.0019169389261990727,0.0079122771862609,-0.12478853566881465,-0.11591711979025013,-0.02012787218422506,-0.1379348159469658,-0.11085765600280856,0.005974853684638976,,-0.20358666653026355,-0.07365355845708184,,0.13358491556632093,0.02044364214581435,-0.001506643210629888,,0.02537835302640176,0.03676690707544165,0.11813429311886155,0.07615013755802512,-0.07503518594291407,0.0131580845775112,0.3661117308381211,0.1907823180238564,0.02081550029077802,,0.3408777952231447,-0.013729179332113971,0.2626020268185784,-0.08605607922936233,0.11267198327567755,-0.026963886404344103,-0.07989715277433831,,0.3943031991859641,0.07863744551707279,0.5124833399041292,0.18211005290437865,,0.13512832543667722,0.2039041456606291,0.1241278225095181,0.04415063669236571,-0.0062893289075639895,0.14615330606888013
37,2010-02-23,-0.05316522544138291,-0.07034529576623773,-0.11295118160308798,-0.08001071525864448,0.014346797956262525,0.024557078765043167,-0.0981747404829541,-0.11324903853912804,-0.010743353691513356,-0.11930870354925292,-0.10591159152212568,0.015600666970555262,,-0.20984274561768929,-0.07832883885040598,,0.13913387946755565,0.017858346628657526,0.00888038052912528,,0.011028678837261555,0.06096148938316112,0.12859991056145012,0.07699224287094722,-0.08998314737878735,0.01665942419064652,0.3531348493428477,0.16221103044594484,0.00471977277335169,,0.34646676734620857,-0.035698524038850564,0.2792391184043552,-0.10646078634556877,0.11091394033132153,-0.027850280316716318,-0.08401109366003004,,0.4083408126258323,0.052609950272297416,0.3866519710649173,0.1875928144903972,,0.15592783354345746,0.18097111769608332,0.0051927418460564504,0.02516051344995075,0.0021052639354624146,0.10960598170807052
38,2010-02-24,-0.07259264788894416,-0.1295979110344088,-0.10070382754340793,-0.08693100553507876,-0.030279184348831624,-0.00033890646506041513,-0.11223090970481207,-0.09463640199936693,-0.012260636298586656,-0.1498183100510471,-0.09929650771430493,0.019411263387981697,,-0.19397610978993696,-0.08671264659159042,,0.04151717782356083,0.0,0.02052163572079677,,-0.01726485724177939,0.018405961221274574,0.1069709965175486,0.052830573706437116,-0.1188612028767288,0.042754045145684816,0.3870605651740119,0.11681911047872807,-0.0064877844787426244,,0.3489595177528716,-0.041523920085482835,0.1809576330983252,-0.12958526071301135,0.06451694957046455,-0.029305042142645437,-0.10354323382616427,,0.4391915745835912,-0.020402922844313345,0.5072497335743189,0.15967454454111593,,0.1278422428242332,0.19116050546115915,0.03288666275985643,-0.0026268380051922484,0.002083334086854269,0.07390184718782337
39,2010-02-25,-0.10813134690226983,-0.15456986318800647,-0.14124705089571346,-0.1084412324229125,-0.09730265323056116,-0.0704404140645927,-0.13478644463116915,-0.09614310543232066,-0.054535733062685054,-0.16544882285387352,-0.1132112677111892,0.005848612788605918,,-0.21249515755717452,-0.13467512393103356,,-0.0701532569136768,-0.035158236992136924,-0.07975018170977134,,-0.09908289013597707,-0.03989769384536508,0.02406684674970004,-0.0095087879690273,-0.1397619423751586,0.0014652017273279626,0.4245852993012059,0.06416559191957273,-0.03915194760937615,,0.2467364567019673,-0.10584812842793866,0.059636186429050005,-0.14311599504104172,0.030310909601076068,-0.08269171584511341,-0.11906974620236045,,0.2377996371758669,0.022005050851379798,0.4290957847521582,0.10814306773086067,,0.051290620701566855,0.14209823148840214,0.03208104396574568,-0.08478592028067182,-0.029017579985120112,0.0028622534253572177
