#Date;Value 18:50 MSK
2016-07-25;65.3862
2016-07-22;64.8536
2016-07-21;64.1209
2016-07-20;63.724
2016-07-19;63.3446
2016-07-18;62.9185
2016-07-15;63.4437
2016-07-14;62.9258
2016-07-13;64.0343
2016-07-12;63.9123
2016-07-11;64.022
2016-07-08;63.8689
2016-07-07;64.1881
2016-07-06;64.5149
2016-07-05;64.543
2016-07-04;63.8673
2016-07-01;64.0165
2016-06-30;64.0045
2016-06-29;63.8651
2016-06-28;64.6227
2016-06-27;65.2785
2016-06-24;65.0561
2016-06-23;64.2448
2016-06-22;64.4354
2016-06-21;63.9988
2016-06-20;64.1037
2016-06-17;64.96
2016-06-16;65.8125
2016-06-15;65.4135
2016-06-14;65.9977
2016-06-10;64.8544
2016-06-09;64.1046
2016-06-08;63.684
2016-06-07;64.7812
2016-06-06;65.3844
2016-06-03;65.8513
2016-06-02;67.233
2016-06-01;66.9715
2016-05-31;66.1519
2016-05-30;65.8817
2016-05-27;66.1814
2016-05-26;65.6353
2016-05-25;65.8779
2016-05-24;66.5788
2016-05-23;66.9203
2016-05-20;66.7132
2016-05-19;67.2979
2016-05-18;65.1659
2016-05-17;64.5441
2016-05-16;64.9401
2016-05-13;65.1718
2016-05-12;65.4116
2016-05-11;64.8752
2016-05-10;66.2038
2016-05-06;65.6824
2016-05-05;65.5281
2016-05-04;66.4707
2016-04-29;64.6879
2016-04-28;64.3457
2016-04-27;65.7431
2016-04-26;65.852
2016-04-25;66.4054
2016-04-22;66.533
2016-04-21;66.2532
2016-04-20;65.4714
2016-04-19;65.6173
2016-04-18;66.2774
2016-04-15;66.4008
2016-04-14;66.0073
2016-04-13;66.0024
2016-04-12;65.671
2016-04-11;66.6738
2016-04-08;67.2736
2016-04-07;68.1505
2016-04-06;67.8789
2016-04-05;69.1023
2016-04-04;68.2363
2016-04-01;67.8596
2016-03-31;67.2734
2016-03-30;67.6535
2016-03-29;68.9188
2016-03-28;68.404
2016-03-25;68.185
2016-03-24;69.4053
2016-03-23;68.4312
2016-03-22;67.4487
2016-03-21;67.8997
2016-03-18;68.1207
2016-03-17;68.1671
2016-03-16;70.513
2016-03-15;71.1242
2016-03-14;70.7511
2016-03-11;69.91
2016-03-10;71.1665
2016-03-09;70.986
2016-03-07;71.6798
2016-03-04;72.3137
2016-03-03;73.3211
2016-03-02;74.0084
2016-03-01;73.8787
2016-02-29;75.4022
2016-02-26;75.5577
2016-02-25;76.2226
2016-02-24;76.7467
2016-02-22;75.3824
2016-02-20;76.941
2016-02-19;77.8047
2016-02-18;75.6078
2016-02-17;75.7896
2016-02-16;77.9565
2016-02-15;77.4333
2016-02-12;78.8179
2016-02-11;80.3309
2016-02-10;78.2857
2016-02-09;78.6373
2016-02-08;78.0347
2016-02-05;77.2676
2016-02-04;76.2191
2016-02-03;78.9299
2016-02-02;79.0091
2016-02-01;76.4757
2016-01-29;75.4572
2016-01-28;76.7572
2016-01-27;78.1058
2016-01-26;78.6347
2016-01-25;79.3276
2016-01-22;78.28
2016-01-21;83.5966
2016-01-20;81.7509
2016-01-19;78.4923
2016-01-18;79.0151
2016-01-15;77.6122
2016-01-14;76.4029
2016-01-13;76.4976
2016-01-12;76.5756
2016-01-11;75.8013
2016-01-06;74.7748
2016-01-05;73.4283
2016-01-04;72.932
2015-12-30;73.3029
2015-12-29;72.1651
2015-12-28;72.119
2015-12-25;70.6774
2015-12-24;70.2978
2015-12-23;70.0887
2015-12-22;71.2165
2015-12-21;71.2594
2015-12-18;70.7151
2015-12-17;70.8268
2015-12-16;70.4132
2015-12-15;70.0504
2015-12-14;70.7222
2015-12-11;69.7454
2015-12-10;68.8579
2015-12-09;68.9002
2015-12-08;69.6721
2015-12-07;69.1425
2015-12-04;68.1145
2015-12-03;68.0733
2015-12-02;66.8649
2015-12-01;66.5556
2015-11-30;65.8683
2015-11-27;66.0597
2015-11-26;65.8375
2015-11-25;65.7101
2015-11-24;65.7312
2015-11-23;65.5547
2015-11-20;64.7686
2015-11-19;64.5554
2015-11-18;65.067
2015-11-17;65.2725
2015-11-16;66.4968
2015-11-13;66.7908
2015-11-12;65.8704
2015-11-11;64.8269
2015-11-10;64.4466
2015-11-09;64.5173
2015-11-06;64.681
2015-11-05;63.4248
2015-11-03;62.681
2015-11-02;64.04
2015-10-30;63.7532
2015-10-29;64.1032
2015-10-28;63.6403
2015-10-27;64.77
2015-10-26;62.8614
2015-10-23;62.2726
2015-10-22;62.6629
2015-10-21;62.858
2015-10-20;61.9836
2015-10-19;62.2303
2015-10-16;61.3854
2015-10-15;62.2542
2015-10-14;62.8831
2015-10-13;62.5696
2015-10-12;61.485
2015-10-09;61.4664
2015-10-08;62.1352
2015-10-07;62.6806
2015-10-06;63.6714
2015-10-05;64.6472
2015-10-02;66.4146
2015-10-01;65.5631
2015-09-30;65.5295
2015-09-29;65.5007
2015-09-28;65.64
2015-09-25;65.5023
2015-09-24;66.3764
2015-09-23;66.0758
2015-09-22;66.392
2015-09-21;66.2032
2015-09-18;66.0038
2015-09-17;66.1873
2015-09-16;65.1414
2015-09-15;66.951
2015-09-14;67.397
2015-09-11;67.7319
2015-09-10;67.6406
2015-09-09;68.1197
2015-09-08;68.0246
2015-09-07;69.0477
2015-09-04;67.4002
2015-09-03;66.9097
2015-09-02;67.4681
2015-09-01;66.4356
2015-08-31;65.4871
2015-08-28;65.2606
2015-08-27;66.3427
2015-08-26;69.35
2015-08-25;68.8805
2015-08-24;71.0435
2015-08-21;68.7302
2015-08-20;67.1334
2015-08-19;66.3821
2015-08-18;65.8093
2015-08-17;65.2116
2015-08-14;64.5932
2015-08-13;64.7633
2015-08-12;64.3053
2015-08-11;64.4043
2015-08-10;63.2111
2015-08-07;63.978
2015-08-06;64.353
2015-08-05;63.1915
2015-08-04;62.9957
2015-08-03;62.7837
2015-07-31;61.2298
2015-07-30;59.4168
2015-07-29;59.0129
2015-07-28;60.2281
2015-07-27;59.4208
2015-07-24;58.51
2015-07-23;57.5529
2015-07-22;57.1364
2015-07-21;56.9223
2015-07-20;56.899
2015-07-17;56.9714
2015-07-16;56.5952
2015-07-15;56.8548
2015-07-14;56.4125
2015-07-13;56.5385
2015-07-10;56.5158
2015-07-09;57.172
2015-07-08;57.3847
2015-07-07;57.4061
2015-07-06;56.5748
2015-07-03;55.9008
2015-07-02;55.4729
2015-07-01;55.5012
2015-06-30;55.4435
2015-06-29;55.5027
2015-06-26;54.9348
2015-06-25;54.6203
2015-06-24;54.6834
2015-06-23;54.1424
2015-06-22;53.8074
2015-06-19;54.1881
2015-06-18;53.267
2015-06-17;54.2455
2015-06-16;53.7399
2015-06-15;54.5238
2015-06-11;54.771
2015-06-10;54.2984
2015-06-09;55.5526
2015-06-08;56.2008
2015-06-05;56.411
2015-06-04;55.932
2015-06-03;54.1758
2015-06-02;53.1859
2015-06-01;53.3902
2015-05-29;52.3175
2015-05-28;52.7049
2015-05-27;51.6968
2015-05-26;50.7619
2015-05-25;50.0705
2015-05-22;49.9194
2015-05-21;49.8966
2015-05-20;49.9662
2015-05-19;49.4316
2015-05-18;49.1605
2015-05-15;49.5724
2015-05-14;50.0917
2015-05-13;48.962
2015-05-12;50.1663
2015-05-08;50.8007
2015-05-07;50.105
2015-05-06;50.6545
2015-05-05;50.56
2015-04-30;51.679
2015-04-29;51.023
2015-04-28;51.3323
2015-04-27;51.6638
2015-04-24;51.0897
2015-04-23;50.932
2015-04-22;52.6281
2015-04-21;53.4577
2015-04-20;53.2561
2015-04-17;52.2379
2015-04-16;50.0594
2015-04-15;50.2228
2015-04-14;51.0983
2015-04-13;52.62
2015-04-10;52.2253
2015-04-09;52.3486
2015-04-08;53.6695
2015-04-07;54.9905
2015-04-06;55.1708
2015-04-03;56.945
2015-04-02;56.6654
2015-04-01;57.5045
2015-03-31;58.1829
2015-03-30;57.81
2015-03-27;57.8083
2015-03-26;57.377
2015-03-25;57.6996
2015-03-24;57.93
2015-03-23;58.7711
2015-03-20;59.5211
2015-03-19;59.7277
2015-03-18;61.1303
2015-03-17;61.7131
2015-03-16;62.4011
2015-03-13;61.5221
2015-03-12;61.0387
2015-03-11;62.097
2015-03-10;62.0643
2015-03-06;60.263
2015-03-05;60.7826
2015-03-04;62.2918
2015-03-03;62.0989
2015-03-02;62.1865
2015-02-27;61.7981
2015-02-26;60.8112
2015-02-25;62.2319
2015-02-24;62.8267
2015-02-20;62.0217
2015-02-19;62.4724
2015-02-18;61.3432
2015-02-17;63.1608
2015-02-16;63.2
2015-02-13;63.3628
2015-02-12;65.8966
2015-02-11;66.7357
2015-02-10;66.4695
2015-02-09;65.5432
2015-02-06;66.9165
2015-02-05;66.4073
2015-02-04;67.7008
2015-02-03;66.2416
2015-02-02;68.6664
2015-01-30;70.3983
2015-01-29;69.0976
2015-01-28;67.8168
2015-01-27;67.314
2015-01-26;66.2336
2015-01-23;64.136
2015-01-22;64.2484
2015-01-21;65.1614
2015-01-20;65.4407
2015-01-19;64.7999
2015-01-16;65.1327
2015-01-15;64.5997
2015-01-14;65.9089
2015-01-13;65.45
2015-01-12;63.016
2015-01-09;60.9974
2015-01-08;60.024
2015-01-06;62.5046
2015-01-05;59.4165
2014-12-30;55.6233
2014-12-29;56.77
2014-12-26;53.8959
2014-12-25;52.55
2014-12-24;54.1676
2014-12-23;55.406
2014-12-22;55.8
2014-12-19;59.2005
2014-12-18;60.63
2014-12-17;61.82
2014-12-16;72.2992
2014-12-15;62.494
2014-12-12;57.5405
2014-12-11;55.6358
2014-12-10;54.7688
2014-12-09;54.2016
2014-12-08;53.613
2014-12-05;53.0019
2014-12-04;54.2561
2014-12-03;53.2
2014-12-02;53.8882
2014-12-01;51.8786
2014-11-28;49.5865
2014-11-27;47.9357
2014-11-26;47.1262
2014-11-25;45.7028
2014-11-24;44.7717
2014-11-21;45.791
2014-11-20;46.3335
2014-11-19;46.8321
2014-11-18;46.902
2014-11-17;47.2866
2014-11-14;47.141
2014-11-13;46.44
2014-11-12;45.63
2014-11-11;46.3845
2014-11-10;45.6546
2014-11-07;46.8
2014-11-06;46.3759
2014-11-05;44.6798
2014-11-03;43.5625
2014-10-31;42.9608
2014-10-30;41.6637
2014-10-29;42.8065
2014-10-28;42.4793
2014-10-27;42.2536
2014-10-24;41.9405
2014-10-23;41.7463
2014-10-22;41.3301
2014-10-21;40.9587
2014-10-20;41.032
2014-10-17;40.6523
2014-10-16;40.9965
2014-10-15;40.6594
2014-10-14;40.8437
2014-10-13;40.49
2014-10-10;40.376
2014-10-09;40.05
2014-10-08;40.1443
2014-10-07;39.945
2014-10-06;39.8824
2014-10-03;39.9387
2014-10-02;39.6396
2014-10-01;39.6555
2014-09-30;39.6005
2014-09-29;39.4339
2014-09-26;39.105
2014-09-25;38.479
2014-09-24;38.1805
2014-09-23;38.5803
2014-09-22;38.6655
2014-09-19;38.5396
2014-09-18;38.4343
2014-09-17;38.363
2014-09-16;38.7183
2014-09-15;38.3475
2014-09-12;37.869
2014-09-11;37.4922
2014-09-10;37.3373
2014-09-09;37.1034
2014-09-08;37.0504
2014-09-05;36.9489
2014-09-04;36.9735
2014-09-03;36.8422
2014-09-02;37.4459
2014-09-01;37.2469
2014-08-29;37.076
2014-08-28;36.776
2014-08-27;36.1779
2014-08-26;36.1035
2014-08-25;36.155
2014-08-22;36.1691
2014-08-21;36.1015
2014-08-20;36.2619
2014-08-19;36.1815
2014-08-18;36.105
2014-08-15;36.237
2014-08-14;35.988
2014-08-13;36.0915
2014-08-12;36.1115
2014-08-11;35.9259
2014-08-08;36.2778
2014-08-07;36.2772
2014-08-06;36.223
2014-08-05;35.9021
2014-08-04;35.8333
2014-08-01;35.7145
2014-07-31;35.6474
2014-07-30;35.6175
2014-07-29;35.74
2014-07-28;35.4872
2014-07-25;35.095
2014-07-24;35.0406
2014-07-23;34.8395
2014-07-22;34.9581
2014-07-21;35.1964
2014-07-18;35.11
2014-07-17;34.9324
2014-07-16;34.398
2014-07-15;34.3843
2014-07-14;34.315
2014-07-11;34.1605
2014-07-10;34.0388
2014-07-09;33.9675
2014-07-08;34.288
2014-07-07;34.42
2014-07-04;34.4929
2014-07-03;34.3036
2014-07-02;34.3089
2014-07-01;34.2998
2014-06-30;34.049
2014-06-27;33.7302
2014-06-26;33.6925
2014-06-25;33.757
2014-06-24;33.6699
2014-06-23;34.2
2014-06-20;34.455
2014-06-19;34.3375
2014-06-18;34.5362
2014-06-17;34.8488
2014-06-16;34.6618
2014-06-11;34.3996
2014-06-10;34.3076
2014-06-09;34.3666
2014-06-06;34.4175
2014-06-05;34.7301
2014-06-04;35.0926
2014-06-03;35.0481
2014-06-02;34.885
2014-05-30;34.8179
2014-05-29;34.6771
2014-05-28;34.544
2014-05-27;34.4085
2014-05-26;34.179
2014-05-23;34.1648
2014-05-22;34.3216
2014-05-21;34.4366
2014-05-20;34.5427
2014-05-19;34.531
2014-05-16;34.7513
2014-05-15;34.7478
2014-05-14;34.7055
2014-05-13;34.7929
2014-05-12;35.1
2014-05-08;35.0406
2014-05-07;34.984
2014-05-06;35.4195
2014-05-05;35.769
2014-05-02;35.7784
2014-04-30;35.6045
2014-04-29;35.6342
2014-04-28;35.922
2014-04-25;36.0362
2014-04-24;35.7579
2014-04-23;35.7213
2014-04-22;35.7
2014-04-21;35.6679
2014-04-18;35.6014
2014-04-17;35.7173
2014-04-16;36.091
2014-04-15;36.1355
2014-04-14;35.9094
2014-04-11;35.6406
2014-04-10;35.503
2014-04-09;35.7091
2014-04-08;35.6255
2014-04-07;35.621
2014-04-04;35.2912
2014-04-03;35.5505
2014-04-02;35.3877
2014-04-01;35.0538
2014-03-31;35.175
2014-03-28;35.6883
2014-03-27;35.5708
2014-03-26;35.4466
2014-03-25;35.65
2014-03-24;36.13
2014-03-21;36.2521
2014-03-20;36.1508
2014-03-19;35.9474
2014-03-18;36.24
2014-03-17;36.2749
2014-03-14;36.6845
2014-03-13;36.489
2014-03-12;36.485
2014-03-11;36.419
2014-03-07;36.4052
2014-03-06;36.1886
2014-03-05;36.0087
2014-03-04;36.0886
2014-03-03;36.404
2014-02-28;35.9086
2014-02-27;36.1903
2014-02-26;35.9925
2014-02-25;35.6569
2014-02-24;35.5643
2014-02-21;35.621
2014-02-20;35.8016
2014-02-19;35.8343
2014-02-18;35.2718
2014-02-17;35.243
2014-02-14;35.0924
2014-02-13;35.241
2014-02-12;34.8313
2014-02-11;34.8312
2014-02-10;34.8125
2014-02-07;34.7245
2014-02-06;34.7359
2014-02-05;34.8153
2014-02-04;35.1437
2014-02-03;35.1492
2014-01-31;35.2178
2014-01-30;34.8977
2014-01-29;35.238
2014-01-28;34.7409
2014-01-27;34.5838
2014-01-24;34.5156
2014-01-23;34.1284
2014-01-22;33.927
2014-01-21;33.9539
2014-01-20;33.782
2014-01-17;33.5566
2014-01-16;33.385
2014-01-15;33.4075
2014-01-14;33.3339
2014-01-13;33.2007
2014-01-10;33.1549
2014-01-09;33.2343
2014-01-08;33.1445
2014-01-06;33.2713
2013-12-30;32.8383
2013-12-27;32.5777
2013-12-26;32.663
2013-12-25;32.665
2013-12-24;32.6382
2013-12-23;32.6844
2013-12-20;32.983
2013-12-19;32.9788
2013-12-18;32.8927
2013-12-17;32.9413
2013-12-16;32.91
2013-12-13;32.8819
2013-12-12;32.772
2013-12-11;32.7379
2013-12-10;32.7111
2013-12-09;32.6968
2013-12-06;32.8153
2013-12-05;33.0437
2013-12-04;33.224
2013-12-03;33.2507
2013-12-02;33.182
2013-11-29;33.2139
2013-11-28;33.1377
2013-11-27;33.0987
2013-11-26;33.0093
2013-11-25;33.0181
2013-11-22;32.794
2013-11-21;33.0071
2013-11-20;32.8393
2013-11-19;32.7172
2013-11-18;32.5288
2013-11-15;32.5806
2013-11-14;32.7381
2013-11-13;32.8494
2013-11-12;32.8845
2013-11-11;32.723
2013-11-08;32.6972
2013-11-07;32.3768
2013-11-06;32.3904
2013-11-05;32.4868
2013-11-01;32.3548
2013-10-31;32.1349
2013-10-30;31.9857
2013-10-29;32.0197
2013-10-28;31.8899
2013-10-25;31.7612
2013-10-24;31.6855
2013-10-23;31.7606
2013-10-22;31.7155
2013-10-21;31.9046
2013-10-18;31.8484
2013-10-17;31.931
2013-10-16;32.1576
2013-10-15;32.2691
2013-10-14;32.2759
2013-10-11;32.2693
2013-10-10;32.1773
2013-10-09;32.3619
2013-10-08;32.2162
2013-10-07;32.2825
2013-10-04;32.1775
2013-10-03;32.1345
2013-10-02;32.2165
2013-10-01;32.239
2013-09-30;32.3956
2013-09-27;32.3574
2013-09-26;32.2326
2013-09-25;32.0775
2013-09-24;31.8996
2013-09-23;31.8525
2013-09-20;31.7974
2013-09-19;31.681
2013-09-18;32.2842
2013-09-17;32.2309
2013-09-16;32.2562
2013-09-13;32.501
2013-09-12;32.6019
2013-09-11;32.8569
2013-09-10;32.9268
2013-09-09;33.1274
2013-09-06;33.3267
2013-09-05;33.4441
2013-09-04;33.3739
2013-09-03;33.4694
2013-09-02;33.3475
2013-08-30;33.3055
2013-08-29;33.2248
2013-08-28;33.1937
2013-08-27;33.1916
2013-08-26;32.9958
2013-08-23;32.9701
2013-08-22;33.1019
2013-08-21;33.0377
2013-08-20;32.9269
2013-08-19;32.9318
2013-08-16;32.8552
2013-08-15;33.0191
2013-08-14;33.0715
2013-08-13;33.1261
2013-08-12;32.9732
2013-08-09;32.8581
2013-08-08;32.9316
2013-08-07;32.9983
2013-08-06;32.9415
2013-08-05;32.8761
2013-08-02;32.814
2013-08-01;33.0827
2013-07-31;32.9948
2013-07-30;32.9459
2013-07-29;32.8365
2013-07-26;32.778
2013-07-25;32.6344
2013-07-24;32.3809
2013-07-23;32.3535
2013-07-22;32.3153
2013-07-19;32.3992
2013-07-18;32.4008
2013-07-17;32.3785
2013-07-16;32.4477
2013-07-15;32.6454
2013-07-12;32.6554
2013-07-11;32.5795
2013-07-10;32.9486
2013-07-09;33.0502
2013-07-08;33.267
2013-07-05;33.3381
2013-07-04;33.1912
2013-07-03;33.219
2013-07-02;33.0782
2013-07-01;32.9602
2013-06-28;32.8607
2013-06-27;32.7648
2013-06-26;32.979
2013-06-25;32.8818
2013-06-24;32.9634
2013-06-21;32.8492
2013-06-20;32.8639
2013-06-19;32.2812
2013-06-18;32.0079
2013-06-17;31.7686
2013-06-14;31.6424
2013-06-13;32.0073
2013-06-11;32.4394
2013-06-10;32.3383
2013-06-07;32.2096
2013-06-06;32.243
2013-06-05;32.1272
2013-06-04;31.9603
2013-06-03;31.939
2013-05-31;31.9426
2013-05-30;31.7507
2013-05-29;31.5325
2013-05-28;31.4692
2013-05-27;31.3496
2013-05-24;31.3324
2013-05-23;31.4115
2013-05-22;31.2114
2013-05-21;31.282
2013-05-20;31.2774
2013-05-17;31.4213
2013-05-16;31.3438
2013-05-15;31.5217
2013-05-14;31.3493
2013-05-13;31.3748
2013-05-10;31.4238
2013-05-08;31.0838
2013-05-07;31.0316
2013-05-06;31.0876
2013-05-03;31.0225
2013-05-02;31.254
2013-04-30;31.0265
2013-04-29;30.9358
2013-04-26;31.2708
2013-04-25;31.142
2013-04-24;31.5388
2013-04-23;31.6475
2013-04-22;31.6826
2013-04-19;31.5482
2013-04-18;31.6842
2013-04-17;31.6877
2013-04-16;31.3999
2013-04-15;31.3465
2013-04-12;31.0605
2013-04-11;30.812
2013-04-10;30.8853
2013-04-09;31.1943
2013-04-08;31.2556
2013-04-05;31.6282
2013-04-04;31.6639
2013-04-03;31.54
2013-04-02;31.2854
2013-04-01;31.1271
2013-03-29;31.039
2013-03-28;31.0547
2013-03-27;31.041
2013-03-26;30.8836
2013-03-25;30.8473
2013-03-22;30.8691
2013-03-21;30.9395
2013-03-20;30.8631
2013-03-19;30.8715
2013-03-18;30.839
2013-03-15;30.6299
2013-03-14;30.745
2013-03-13;30.787
2013-03-12;30.6687
2013-03-11;30.7696
2013-03-07;30.6642
2013-03-06;30.7246
2013-03-05;30.6892
2013-03-04;30.7894
2013-03-01;30.741
2013-02-28;30.5426
2013-02-27;30.6057
2013-02-26;30.5472
2013-02-25;30.2644
2013-02-22;30.3975
2013-02-21;30.3778
2013-02-20;30.0879
2013-02-19;30.1175
2013-02-18;30.1361
2013-02-15;30.1256
2013-02-14;30.1314
2013-02-13;30.0477
2013-02-12;30.1041
2013-02-11;30.1932
2013-02-08;30.1267
2013-02-07;30.1281
2013-02-06;30.0755
2013-02-05;30.056
2013-02-04;29.9954
2013-02-01;29.9395
2013-01-31;30.039
2013-01-30;30.0396
2013-01-29;30.0662
2013-01-28;30.093
2013-01-25;30.0436
2013-01-24;30.1079
2013-01-23;30.1692
2013-01-22;30.2385
2013-01-21;30.2745
2013-01-18;30.2621
2013-01-17;30.2787
2013-01-16;30.3712
2013-01-15;30.2763
2013-01-14;30.2794
2013-01-11;30.2806
2013-01-10;30.2165
2013-01-09;30.4483
2013-01-08;30.2696
2012-12-28;30.4183
2012-12-27;30.3353
2012-12-26;30.5157
2012-12-25;30.6672
2012-12-24;30.5811
2012-12-21;30.8261
2012-12-20;30.6509
2012-12-19;30.7051
2012-12-18;30.8453
2012-12-17;31.0056
2012-12-14;30.7436
2012-12-13;30.678
2012-12-12;30.6046
2012-12-11;30.7465
2012-12-10;30.7505
2012-12-07;30.8683
2012-12-06;30.8795
2012-12-05;30.7892
2012-12-04;30.8535
2012-12-03;30.9035
2012-11-30;30.91
2012-11-29;30.8403
2012-11-28;31.1766
2012-11-27;31.0349
2012-11-26;31.0292
2012-11-23;31.1074
2012-11-22;31.151
2012-11-21;31.177
2012-11-20;31.3525
2012-11-19;31.5044
2012-11-16;31.7259
2012-11-15;31.6707
2012-11-14;31.6702
2012-11-13;31.7934
2012-11-12;31.621
2012-11-09;31.6342
2012-11-08;31.4908
2012-11-07;31.4625
2012-11-06;31.4709
2012-11-02;31.4667
2012-11-01;31.2775
2012-10-31;31.3323
2012-10-30;31.3698
2012-10-29;31.4903
2012-10-26;31.3853
2012-10-25;31.3354
2012-10-24;31.3233
2012-10-23;31.5026
2012-10-22;31.0851
2012-10-19;30.8325
2012-10-18;30.7818
2012-10-17;30.75
2012-10-16;30.8966
2012-10-15;31.0799
2012-10-12;31.021
2012-10-11;31.0026
2012-10-10;31.0989
2012-10-09;31.133
2012-10-08;31.1729
2012-10-05;30.9192
2012-10-04;31.0195
2012-10-03;31.1578
2012-10-02;31.0879
2012-10-01;31.0552
2012-09-28;31.2052
2012-09-27;31.1013
2012-09-26;31.3094
2012-09-25;30.979
2012-09-24;31.1802
2012-09-21;31.0449
2012-09-20;31.2495
2012-09-19;31.21
2012-09-18;30.903
2012-09-17;30.6025
2012-09-14;30.5478
2012-09-13;31.3423
2012-09-12;31.5272
2012-09-11;31.5788
2012-09-10;31.6697
2012-09-07;31.6728
2012-09-06;32.0058
2012-09-05;32.3187
2012-09-04;32.2774
2012-09-03;32.3151
2012-08-31;32.3365
2012-08-30;32.5792
2012-08-29;32.1499
2012-08-28;32.0043
2012-08-27;31.8577
2012-08-24;31.8471
2012-08-23;31.7241
2012-08-22;31.8574
2012-08-21;31.7269
2012-08-20;32.0714
2012-08-17;32.0969
2012-08-16;31.9111
2012-08-15;31.916
2012-08-14;31.8423
2012-08-13;31.823
2012-08-10;31.8176
2012-08-09;31.68
2012-08-08;31.591
2012-08-07;31.6131
2012-08-06;31.5995
2012-08-03;32.0071
2012-08-02;32.48
2012-08-01;32.3505
2012-07-31;32.1892
2012-07-30;32.1804
2012-07-27;32.0734
2012-07-26;32.319
2012-07-25;32.7107
2012-07-24;32.751
2012-07-23;32.6743
2012-07-20;32.0492
2012-07-19;31.9665
2012-07-18;32.32
2012-07-17;32.61
2012-07-16;32.5917
2012-07-13;32.6217
2012-07-12;32.8116
2012-07-11;32.6972
2012-07-10;32.9106
2012-07-09;33.0006
2012-07-06;32.8282
2012-07-05;32.5573
2012-07-04;32.31
2012-07-03;32.1587
2012-07-02;32.61
2012-06-29;32.4093
2012-06-28;33.109
2012-06-27;32.9819
2012-06-26;32.8995
2012-06-25;33.3068
2012-06-22;33.1733
2012-06-21;32.9194
2012-06-20;32.5137
2012-06-19;32.4769
2012-06-18;32.4459
2012-06-15;32.4618
2012-06-14;32.5863
2012-06-13;32.4372
2012-06-09;32.6375
2012-06-08;32.7003
2012-06-07;32.2212
2012-06-06;32.4327
2012-06-05;33.0134
2012-06-04;33.4798
2012-06-01;33.6225
2012-05-31;33.523
2012-05-30;32.7066
2012-05-29;32.1569
2012-05-28;32.0974
2012-05-25;32.0064
2012-05-24;31.6769
2012-05-23;31.6617
2012-05-22;31.1287
2012-05-21;31.1711
2012-05-18;31.2669
2012-05-17;31.021
2012-05-16;30.9112
2012-05-15;30.5624
2012-05-14;30.3934
2012-05-12;30.2121
2012-05-11;30.1283
2012-05-10;30.0997
2012-05-08;29.8043
2012-05-07;29.8043
2012-05-05;29.7873
2012-05-04;29.7368
2012-05-03;29.4877
2012-05-02;29.4145
2012-04-28;29.395
2012-04-27;29.3067
2012-04-26;29.3027
2012-04-25;29.3654
2012-04-24;29.3817
2012-04-23;29.5594
2012-04-20;29.4389
2012-04-19;29.5136
2012-04-18;29.4888
2012-04-17;29.52
2012-04-16;29.6508
2012-04-13;29.5833
2012-04-12;29.4506
2012-04-11;29.6208
2012-04-10;29.6998
2012-04-09;29.6356
2012-04-06;29.565
2012-04-05;29.4922
2012-04-04;29.4923
2012-04-03;29.1745
2012-04-02;29.41
2012-03-30;29.4644
2012-03-29;29.5016
2012-03-28;29.3874
2012-03-27;29.0031
2012-03-26;28.9721
2012-03-23;29.3415
2012-03-22;29.4317
2012-03-21;29.2198
2012-03-20;29.2478
2012-03-19;29.2176
2012-03-16;29.2923
2012-03-15;29.3836
2012-03-14;29.4632
2012-03-13;29.5038
2012-03-12;29.6262
2012-03-11;29.5173
2012-03-07;29.7395
2012-03-06;29.6458
2012-03-05;29.3315
2012-03-02;29.257
2012-03-01;29.2749
2012-02-29;29.0797
2012-02-28;29.1215
2012-02-27;29.0611
2012-02-24;29.2076
2012-02-22;29.6734
2012-02-21;29.7989
2012-02-20;29.776
2012-02-17;29.8983
2012-02-16;30.2503
2012-02-15;30.0236
2012-02-14;30.0031
2012-02-13;29.8956
2012-02-10;30.0933
2012-02-09;29.7156
2012-02-08;29.7875
2012-02-07;29.8319
2012-02-06;30.1492
2012-02-03;30.1944
2012-02-02;30.2166
2012-02-01;30.2069
2012-01-31;30.1927
2012-01-30;30.4411
2012-01-27;30.2684
2012-01-26;30.2217
2012-01-25;30.6766
2012-01-24;30.8947
2012-01-23;30.9356
2012-01-20;31.3384
2012-01-19;31.3891
2012-01-18;31.5326
2012-01-17;31.6354
2012-01-16;31.7073
2012-01-13;31.8366
2012-01-12;31.575
2012-01-11;31.7774
2012-01-10;31.5928
2012-01-09;31.8866
2012-01-06;31.9275
2012-01-05;32.0059
2012-01-04;31.7937
2012-01-03;31.699
2011-12-30;32.1032
2011-12-29;32.2005
2011-12-28;31.7017
2011-12-27;31.3513
2011-12-26;31.0871
2011-12-23;31.2212
2011-12-22;31.3958
2011-12-21;31.7287
2011-12-20;31.9243
2011-12-19;32.028
2011-12-16;31.9892
2011-12-15;31.8159
2011-12-14;31.8178
2011-12-13;31.6325
2011-12-12;31.5655
2011-12-09;31.4804
2011-12-08;31.388
2011-12-07;31.2928
2011-12-06;31.2267
2011-12-05;30.864
2011-12-02;30.8572
2011-12-01;30.7602
2011-11-30;30.7201
2011-11-29;31.3443
2011-11-28;31.2727
2011-11-25;31.5437
2011-11-24;31.4951
2011-11-23;31.3453
2011-11-22;31.0586
2011-11-21;31.0699
2011-11-18;30.861
2011-11-17;30.8409
2011-11-16;30.7507
2011-11-15;30.6586
2011-11-14;30.4924
2011-11-11;30.4723
2011-11-10;30.5214
